CITY,REP_PERIOD,income,expense,core_income,op_surplus
Odesa,2022-05-31,4984.470908050001,3712.1183644899997,4128.76514185,1272.3525435600009
Odesa,2022-06-30,6102.21966619,4277.60729147,4922.91861507,1824.61237472
Odesa,2022-07-31,7099.95968295,4827.001929270001,5846.8312592,2272.957753679999
Odesa,2022-08-31,8031.76686205,5266.3778144,6704.16126576,2765.38904765
Odesa,2022-09-30,8970.43136799,5837.21835421,7502.16233184,3133.2130137800004
Odesa,2022-10-31,10010.86124721,6488.72705521,8399.52665356,3522.1341919999995
Odesa,2022-11-30,11046.79272121,7203.52000884,9293.15856656,3843.2727123700006
Odesa,2022-12-31,12325.6797541,8521.26954143,10425.23050484,3804.41021267
Odesa,2023-01-31,972.3048204099999,543.04523226,839.07685141,429.2595881499999
Odesa,2023-02-28,1987.66087312,1143.33807385,1716.23869385,844.3227992699999
Odesa,2023-03-31,3009.29499293,1956.6545662300002,2601.62544938,1052.6404266999996
Odesa,2023-04-30,4117.52840606,2682.5705095499998,3572.94444742,1434.95789651
Odesa,2023-05-31,5337.12971103,3414.72065969,4621.09879291,1922.4090513400001
Odesa,2023-06-30,6677.58387295,4347.53710341,5601.9807344499995,2330.0467695400002
Odesa,2023-07-31,8381.7068217,4829.912153159999,6664.153039690001,3551.79466854
Odesa,2023-08-31,9501.82445385,5520.864753729999,7546.73214846,3980.959700120001
Odesa,2023-09-30,10557.738049860001,6173.04062851,8439.93379151,4384.697421350002
Odesa,2023-10-31,11826.43703288,7055.638177430001,9513.343078639999,4770.798855449999
Odesa,2023-11-30,12728.218845110001,7740.97110893,10274.629497130001,4987.247736180001
Odesa,2023-12-31,13668.73443314,9100.54494507,11254.714740149999,4568.18948807
Odesa,2024-01-31,1036.21358612,660.4083413300001,892.13951512,375.80524478999985
Odesa,2024-02-29,2142.72294228,1470.57936456,1833.79693897,672.1435777200002
Odesa,2024-03-31,3098.87742534,2247.94351821,2634.03643876,850.9339071300001
Odesa,2024-04-30,4503.169632689999,3139.86972402,3643.08540508,1363.2999086699992
Odesa,2024-05-31,5708.47956354,3981.3544015,4673.91724072,1727.1251620399994
Odesa,2024-06-30,6967.00100894,4967.41405696,5554.67376712,1999.5869519799999
Odesa,2024-07-31,8297.3059736,5591.414560820001,6653.63108546,2705.891412779999
Poltava,2023-01-31,343.72679324,204.13193353,302.16310024,139.59485971
Poltava,2023-02-28,713.4956415600001,471.45476374000003,629.7400529700001,242.04087782000005
Poltava,2023-03-31,1086.29733654,794.88672677,948.80431772,291.41060977000006
Poltava,2023-04-30,1487.9898478799998,1114.9729412000002,1304.57971207,373.0169066799997
Poltava,2023-05-31,1903.78349894,1443.37499131,1662.69699211,460.40850763000003
Poltava,2023-06-30,2380.7603576700003,1814.5932298,2021.8993929100002,566.1671278700003
Poltava,2023-07-31,2781.27569787,2052.99428932,2397.33142933,728.2814085499999
Poltava,2023-08-31,3162.20095292,2302.5289298499997,2751.6662224,859.6720230700003
Poltava,2023-09-30,3593.43655051,2612.3131467,3117.66162548,981.1234038100001
Poltava,2023-10-31,4052.6332633800002,3042.46766927,3505.5419681999997,1010.1655941100003
Poltava,2023-11-30,4403.02243104,3425.71408834,3805.03650458,977.3083426999997
Poltava,2023-12-31,4822.44801224,4110.72877554,4182.659805589999,711.7192366999998
Poltava,2024-01-31,396.7844177,186.69685115000001,350.1060327,210.08756655
Poltava,2024-02-29,802.13657903,464.80434863,708.04602703,337.3322304
Poltava,2024-03-31,1167.6130809200001,838.62317699,1023.21877982,328.9899039300001
Poltava,2024-04-30,1681.7481573900002,1186.16319716,1415.46477359,495.5849602300002
