"REP_PERIOD","FUND_TYP","COD_BUDGET","COD_CRED_KK","COD_CRED_KK_NAME","ZAT_AMT","PLANS_AMT","FAKT_AMT","FAKTBN_AMT","CITY"
"2021-01-31","T",2.3576e+10,4113,"Надання інших внутрішніх кредитів",17863947,17863947,0,NA,"Cherkasy"
"2021-01-31","C",2.3576e+10,4113,"Надання інших внутрішніх кредитів",16772437,16772437,0,NA,"Cherkasy"
"2021-01-31","S",2.3576e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-91229544.49,0,0,0,"Cherkasy"
"2021-01-31","S",2.3576e+10,4113,"Надання інших внутрішніх кредитів",1091510,1091510,0,0,"Cherkasy"
"2021-01-31","T",2.3576e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-91229544.49,0,0,NA,"Cherkasy"
"2021-01-31","T",2.3576e+10,4123,"Повернення інших внутрішніх кредитів",-2251148,0,-108938.62,NA,"Cherkasy"
"2021-01-31","S",2.3576e+10,4123,"Повернення інших внутрішніх кредитів",-2251148,0,-108938.62,0,"Cherkasy"
"2021-01-31","S",2.3576e+10,4112,"Надання кредитів підприємствам, установам, організаціям",65594400,65594400,0,0,"Cherkasy"
"2021-01-31","T",2.3576e+10,4112,"Надання кредитів підприємствам, установам, організаціям",65594400,65594400,0,NA,"Cherkasy"
"2021-01-31","S",2.5559e+10,4113,"Надання інших внутрішніх кредитів",332300,332300,0,0,"Chernihiv"
"2021-01-31","T",2.5559e+10,4113,"Надання інших внутрішніх кредитів",3634300,3634300,0,NA,"Chernihiv"
"2021-01-31","S",2.5559e+10,4123,"Повернення інших внутрішніх кредитів",-331600,0,-3318.6,0,"Chernihiv"
"2021-01-31","C",2.5559e+10,4113,"Надання інших внутрішніх кредитів",3302000,3302000,0,NA,"Chernihiv"
"2021-01-31","T",2.5559e+10,4123,"Повернення інших внутрішніх кредитів",-331600,0,-3318.6,NA,"Chernihiv"
"2021-01-31","T",2.4552e+10,4112,"Надання кредитів підприємствам, установам, організаціям",14067500,14067500,0,NA,"Chernivtsi"
"2021-01-31","S",2.4552e+10,4113,"Надання інших внутрішніх кредитів",755300,755300,0,0,"Chernivtsi"
"2021-01-31","T",2.4552e+10,4113,"Надання інших внутрішніх кредитів",755300,755300,0,NA,"Chernivtsi"
"2021-01-31","S",2.4552e+10,4112,"Надання кредитів підприємствам, установам, організаціям",14067500,14067500,0,0,"Chernivtsi"
"2021-01-31","S",2.4552e+10,4123,"Повернення інших внутрішніх кредитів",-773600,0,0,0,"Chernivtsi"
"2021-01-31","T",2.4552e+10,4123,"Повернення інших внутрішніх кредитів",-773600,0,0,NA,"Chernivtsi"
"2021-01-31","S",4.576e+09,4123,"Повернення інших внутрішніх кредитів",0,0,-5605.58,0,"Dnipro"
"2021-01-31","S",4.576e+09,4220,"Повернення зовнішніх кредитів",-142313000,0,0,0,"Dnipro"
"2021-01-31","S",4.576e+09,4210,"Надання зовнішніх кредитів",142313000,142313000,0,0,"Dnipro"
"2021-01-31","T",4.576e+09,4210,"Надання зовнішніх кредитів",142313000,142313000,0,NA,"Dnipro"
"2021-01-31","T",4.576e+09,4123,"Повернення інших внутрішніх кредитів",0,0,-5605.58,NA,"Dnipro"
"2021-01-31","T",4.576e+09,4220,"Повернення зовнішніх кредитів",-142313000,0,0,NA,"Dnipro"
"2021-01-31","T",9.533e+09,4113,"Надання інших внутрішніх кредитів",12096000,12096000,0,NA,"Ivano-Frankivsk"
"2021-01-31","C",9.533e+09,4113,"Надання інших внутрішніх кредитів",110000,110000,0,NA,"Ivano-Frankivsk"
"2021-01-31","T",9.533e+09,4123,"Повернення інших внутрішніх кредитів",-9485000,0,0,NA,"Ivano-Frankivsk"
"2021-01-31","S",9.533e+09,4123,"Повернення інших внутрішніх кредитів",-9485000,0,0,0,"Ivano-Frankivsk"
"2021-01-31","S",9.533e+09,4113,"Надання інших внутрішніх кредитів",11986000,11986000,0,0,"Ivano-Frankivsk"
"2021-01-31","T",2.0554e+10,4113,"Надання інших внутрішніх кредитів",8.5e+07,8.5e+07,897531,NA,"Kharkiv"
"2021-01-31","T",2.0554e+10,4112,"Надання кредитів підприємствам, установам, організаціям",89187100,0,0,NA,"Kharkiv"
"2021-01-31","S",2.0554e+10,4123,"Повернення інших внутрішніх кредитів",0,0,-504113.15,0,"Kharkiv"
"2021-01-31","S",2.0554e+10,4113,"Надання інших внутрішніх кредитів",8.5e+07,8.5e+07,897531,0,"Kharkiv"
"2021-01-31","S",2.0554e+10,4112,"Надання кредитів підприємствам, установам, організаціям",89187100,0,0,0,"Kharkiv"
"2021-01-31","T",2.0554e+10,4123,"Повернення інших внутрішніх кредитів",0,0,-504113.15,NA,"Kharkiv"
"2021-01-31","S",2.2564e+10,4123,"Повернення інших внутрішніх кредитів",-1e+05,0,-35069.17,0,"Khmelnytskyi"
"2021-01-31","T",2.2564e+10,4123,"Повернення інших внутрішніх кредитів",-1e+05,0,-35069.17,NA,"Khmelnytskyi"
"2021-01-31","T",2.2564e+10,4113,"Надання інших внутрішніх кредитів",3e+05,3e+05,0,NA,"Khmelnytskyi"
"2021-01-31","S",2.2564e+10,4113,"Надання інших внутрішніх кредитів",1e+05,1e+05,0,0,"Khmelnytskyi"
"2021-01-31","C",2.2564e+10,4113,"Надання інших внутрішніх кредитів",2e+05,2e+05,0,NA,"Khmelnytskyi"
"2021-01-31","S",1.6564e+10,4123,"Повернення інших внутрішніх кредитів",-890000,0,-491052.28,0,"Kremenchuk"
"2021-01-31","T",1.6564e+10,4123,"Повернення інших внутрішніх кредитів",-890000,0,-491052.28,NA,"Kremenchuk"
"2021-01-31","S",1.6564e+10,4113,"Надання інших внутрішніх кредитів",4622640,4622640,0,0,"Kremenchuk"
"2021-01-31","T",1.6564e+10,4113,"Надання інших внутрішніх кредитів",4622640,4622640,0,NA,"Kremenchuk"
"2021-01-31","T",4.578e+09,4113,"Надання інших внутрішніх кредитів",470000,0,0,NA,"Kryvyi Rih"
"2021-01-31","S",4.578e+09,4113,"Надання інших внутрішніх кредитів",110000,0,0,0,"Kryvyi Rih"
"2021-01-31","T",4.578e+09,4220,"Повернення зовнішніх кредитів",-49212414,0,0,NA,"Kryvyi Rih"
"2021-01-31","S",4.578e+09,4210,"Надання зовнішніх кредитів",49212414,49212414,0,0,"Kryvyi Rih"
"2021-01-31","T",4.578e+09,4123,"Повернення інших внутрішніх кредитів",-110000,0,-10901.1,NA,"Kryvyi Rih"
"2021-01-31","T",4.578e+09,4210,"Надання зовнішніх кредитів",49212414,49212414,0,NA,"Kryvyi Rih"
"2021-01-31","C",4.578e+09,4113,"Надання інших внутрішніх кредитів",360000,0,0,NA,"Kryvyi Rih"
"2021-01-31","S",4.578e+09,4220,"Повернення зовнішніх кредитів",-49212414,0,0,0,"Kryvyi Rih"
"2021-01-31","S",4.578e+09,4123,"Повернення інших внутрішніх кредитів",-110000,0,-10901.1,0,"Kryvyi Rih"
"2021-01-31","T",2.6e+10,4123,"Повернення інших внутрішніх кредитів",-3e+05,0,0,NA,"Kyiv"
"2021-01-31","C",2.6e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-81336671,0,-13119849.66,NA,"Kyiv"
"2021-01-31","T",2.6e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-81336671,0,-13119849.66,NA,"Kyiv"
"2021-01-31","T",2.6e+10,4112,"Надання кредитів підприємствам, установам, організаціям",3500000,0,0,NA,"Kyiv"
"2021-01-31","C",2.6e+10,4112,"Надання кредитів підприємствам, установам, організаціям",3500000,0,0,NA,"Kyiv"
"2021-01-31","S",2.6e+10,4123,"Повернення інших внутрішніх кредитів",-3e+05,0,0,0,"Kyiv"
"2021-01-31","T",3.551e+09,4123,"Повернення інших внутрішніх кредитів",-46913693,0,-6229.22,NA,"Lutsk"
"2021-01-31","S",3.551e+09,4112,"Надання кредитів підприємствам, установам, організаціям",46913693,46913693,0,0,"Lutsk"
"2021-01-31","S",3.551e+09,4123,"Повернення інших внутрішніх кредитів",-46913693,0,-6229.22,0,"Lutsk"
"2021-01-31","T",3.551e+09,4112,"Надання кредитів підприємствам, установам, організаціям",46913693,46913693,0,NA,"Lutsk"
"2021-01-31","T",1.3563e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-5708949,0,0,NA,"Lviv"
"2021-01-31","S",1.3563e+10,4123,"Повернення інших внутрішніх кредитів",-2251000,0,0,0,"Lviv"
"2021-01-31","T",1.3563e+10,4112,"Надання кредитів підприємствам, установам, організаціям",5708949,5708949,0,NA,"Lviv"
"2021-01-31","S",1.3563e+10,4113,"Надання інших внутрішніх кредитів",2251000,2251000,0,0,"Lviv"
"2021-01-31","C",1.3563e+10,4113,"Надання інших внутрішніх кредитів",16500000,16500000,0,NA,"Lviv"
"2021-01-31","T",1.3563e+10,4123,"Повернення інших внутрішніх кредитів",-2251000,0,0,NA,"Lviv"
"2021-01-31","S",1.3563e+10,4112,"Надання кредитів підприємствам, установам, організаціям",5708949,5708949,0,0,"Lviv"
"2021-01-31","S",1.3563e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-5708949,0,0,0,"Lviv"
"2021-01-31","T",1.3563e+10,4113,"Надання інших внутрішніх кредитів",18751000,18751000,0,NA,"Lviv"
"2021-01-31","T",1.4549e+10,4112,"Надання кредитів підприємствам, установам, організаціям",13671525,0,0,NA,"Mykolaiv"
"2021-01-31","T",1.4549e+10,4123,"Повернення інших внутрішніх кредитів",-4e+06,0,-636678.82,NA,"Mykolaiv"
"2021-01-31","C",1.4549e+10,4113,"Надання інших внутрішніх кредитів",1.5e+07,0,0,NA,"Mykolaiv"
"2021-01-31","T",1.4549e+10,4113,"Надання інших внутрішніх кредитів",19200000,0,0,NA,"Mykolaiv"
"2021-01-31","S",1.4549e+10,4113,"Надання інших внутрішніх кредитів",4200000,0,0,0,"Mykolaiv"
"2021-01-31","S",1.4549e+10,4112,"Надання кредитів підприємствам, установам, організаціям",13671525,0,0,0,"Mykolaiv"
"2021-01-31","S",1.4549e+10,4123,"Повернення інших внутрішніх кредитів",-4e+06,0,-636678.82,0,"Mykolaiv"
"2021-01-31","T",1.5564e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-2e+05,0,0,NA,"Odesa"
"2021-01-31","C",1.5564e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-2e+05,0,0,NA,"Odesa"
"2021-01-31","S",1.5564e+10,4112,"Надання кредитів підприємствам, установам, організаціям",152879750,152879750,0,0,"Odesa"
"2021-01-31","T",1.5564e+10,4112,"Надання кредитів підприємствам, установам, організаціям",154379750,154379750,0,NA,"Odesa"
"2021-01-31","C",1.5564e+10,4112,"Надання кредитів підприємствам, установам, організаціям",1500000,1500000,0,NA,"Odesa"
"2021-01-31","T",1.5564e+10,4123,"Повернення інших внутрішніх кредитів",0,0,-34149.1,NA,"Odesa"
"2021-01-31","S",1.5564e+10,4123,"Повернення інших внутрішніх кредитів",0,0,-34149.1,0,"Odesa"
"2021-01-31","T",1.7564e+10,4113,"Надання інших внутрішніх кредитів",3470700,3470700,0,NA,"Rivne"
"2021-01-31","S",1.7564e+10,4123,"Повернення інших внутрішніх кредитів",-4e+05,0,0,0,"Rivne"
"2021-01-31","S",1.7564e+10,4113,"Надання інших внутрішніх кредитів",470700,470700,0,0,"Rivne"
"2021-01-31","C",1.7564e+10,4113,"Надання інших внутрішніх кредитів",3e+06,3e+06,0,NA,"Rivne"
"2021-01-31","T",1.7564e+10,4123,"Повернення інших внутрішніх кредитів",-4e+05,0,0,NA,"Rivne"
"2021-01-31","S",1.8531e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-3166598,0,0,0,"Sumy"
"2021-01-31","T",1.8531e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-3166598,0,0,NA,"Sumy"
"2021-01-31","T",1.8531e+10,4112,"Надання кредитів підприємствам, установам, організаціям",1112506,1112506,0,NA,"Sumy"
"2021-01-31","S",1.8531e+10,4112,"Надання кредитів підприємствам, установам, організаціям",1112506,1112506,0,0,"Sumy"
"2021-01-31","S",1.8531e+10,4123,"Повернення інших внутрішніх кредитів",-810000,0,-61804.41,0,"Sumy"
"2021-01-31","T",1.8531e+10,4113,"Надання інших внутрішніх кредитів",2310000,2310000,0,NA,"Sumy"
"2021-01-31","T",1.8531e+10,4123,"Повернення інших внутрішніх кредитів",-810000,0,-61804.41,NA,"Sumy"
"2021-01-31","S",1.8531e+10,4113,"Надання інших внутрішніх кредитів",810000,810000,0,0,"Sumy"
"2021-01-31","C",1.8531e+10,4113,"Надання інших внутрішніх кредитів",1500000,1500000,0,NA,"Sumy"
"2021-01-31","S",1.9549e+10,4111,"Надання кредитів органам державного управління інших рівнів",63222062,63222062,0,0,"Ternopil"
"2021-01-31","C",1.9549e+10,4113,"Надання інших внутрішніх кредитів",6e+05,6e+05,0,NA,"Ternopil"
"2021-01-31","T",1.9549e+10,4113,"Надання інших внутрішніх кредитів",7e+05,7e+05,0,NA,"Ternopil"
"2021-01-31","S",1.9549e+10,4113,"Надання інших внутрішніх кредитів",1e+05,1e+05,0,0,"Ternopil"
"2021-01-31","T",1.9549e+10,4111,"Надання кредитів органам державного управління інших рівнів",63222062,63222062,0,NA,"Ternopil"
"2021-01-31","T",1.9549e+10,4123,"Повернення інших внутрішніх кредитів",-1e+05,0,0,NA,"Ternopil"
"2021-01-31","S",1.9549e+10,4123,"Повернення інших внутрішніх кредитів",-1e+05,0,0,0,"Ternopil"
"2021-01-31","S",7.559e+09,4113,"Надання інших внутрішніх кредитів",105660,105660,0,0,"Uzhhorod"
"2021-01-31","T",7.559e+09,4123,"Повернення інших внутрішніх кредитів",-1e+05,0,-4886.18,NA,"Uzhhorod"
"2021-01-31","S",7.559e+09,4123,"Повернення інших внутрішніх кредитів",-1e+05,0,-4886.18,0,"Uzhhorod"
"2021-01-31","T",7.559e+09,4113,"Надання інших внутрішніх кредитів",105660,105660,0,NA,"Uzhhorod"
"2021-01-31","S",2.536e+09,4113,"Надання інших внутрішніх кредитів",35862,0,0,0,"Vinnytsia"
"2021-01-31","S",2.536e+09,4112,"Надання кредитів підприємствам, установам, організаціям",46082571,46082571,0,0,"Vinnytsia"
"2021-01-31","T",2.536e+09,4113,"Надання інших внутрішніх кредитів",35862,0,0,NA,"Vinnytsia"
"2021-01-31","S",2.536e+09,4123,"Повернення інших внутрішніх кредитів",-35462,0,-32248.34,0,"Vinnytsia"
"2021-01-31","T",2.536e+09,4112,"Надання кредитів підприємствам, установам, організаціям",46082571,46082571,0,NA,"Vinnytsia"
"2021-01-31","T",2.536e+09,4123,"Повернення інших внутрішніх кредитів",-35462,0,-32248.34,NA,"Vinnytsia"
"2021-01-31","T",6.552e+09,4122,"Повернення кредитів підприємствами, установами, організаціями",-91259233,0,-1250000,NA,"Zhytomyr"
"2021-01-31","S",6.552e+09,4123,"Повернення інших внутрішніх кредитів",-442150,0,-28687.18,0,"Zhytomyr"
"2021-01-31","T",6.552e+09,4123,"Повернення інших внутрішніх кредитів",-442150,0,-28687.18,NA,"Zhytomyr"
"2021-01-31","S",6.552e+09,4112,"Надання кредитів підприємствам, установам, організаціям",75916233,75916233,0,0,"Zhytomyr"
"2021-01-31","T",6.552e+09,4112,"Надання кредитів підприємствам, установам, організаціям",75916233,75916233,0,NA,"Zhytomyr"
"2021-01-31","C",6.552e+09,4113,"Надання інших внутрішніх кредитів",1081029,1081029,0,NA,"Zhytomyr"
"2021-01-31","S",6.552e+09,4122,"Повернення кредитів підприємствами, установами, організаціями",-75916233,0,0,0,"Zhytomyr"
"2021-01-31","S",6.552e+09,4113,"Надання інших внутрішніх кредитів",445200,445200,0,0,"Zhytomyr"
"2021-01-31","C",6.552e+09,4122,"Повернення кредитів підприємствами, установами, організаціями",-15343000,0,-1250000,NA,"Zhytomyr"
"2021-01-31","T",6.552e+09,4113,"Надання інших внутрішніх кредитів",1526229,1526229,0,NA,"Zhytomyr"
"2021-01-31","S",8.562e+09,4112,"Надання кредитів підприємствам, установам, організаціям",52856765,52856765,0,0,"Zaporizhzhia"
"2021-01-31","T",8.562e+09,4113,"Надання інших внутрішніх кредитів",1411705,1411705,0,NA,"Zaporizhzhia"
"2021-01-31","S",8.562e+09,4122,"Повернення кредитів підприємствами, установами, організаціями",-52856765,0,0,0,"Zaporizhzhia"
"2021-01-31","T",8.562e+09,4122,"Повернення кредитів підприємствами, установами, організаціями",-52856765,0,0,NA,"Zaporizhzhia"
"2021-01-31","T",8.562e+09,4112,"Надання кредитів підприємствам, установам, організаціям",52856765,52856765,0,NA,"Zaporizhzhia"
"2021-01-31","S",8.562e+09,4123,"Повернення інших внутрішніх кредитів",-1301644,0,-96381.2,0,"Zaporizhzhia"
"2021-01-31","S",8.562e+09,4113,"Надання інших внутрішніх кредитів",1411705,1411705,0,0,"Zaporizhzhia"
"2021-01-31","T",8.562e+09,4123,"Повернення інших внутрішніх кредитів",-1301644,0,-96381.2,NA,"Zaporizhzhia"
"2021-01-31","S",7.507e+09,4113,"Надання інших внутрішніх кредитів",73464,73464,0,0,"Mukachevo"
"2021-01-31","T",7.507e+09,4123,"Повернення інших внутрішніх кредитів",-73464,0,0,NA,"Mukachevo"
"2021-01-31","T",7.507e+09,4113,"Надання інших внутрішніх кредитів",73464,73464,0,NA,"Mukachevo"
"2021-01-31","S",7.507e+09,4123,"Повернення інших внутрішніх кредитів",-73464,0,0,0,"Mukachevo"
"2021-01-31","T",2.1e+09,4122,"Повернення кредитів підприємствами, установами, організаціями",-6150000,0,0,NA,"R_Vinnytsia"
"2021-01-31","S",2.1e+09,4113,"Надання інших внутрішніх кредитів",2358314,2358314,0,0,"R_Vinnytsia"
"2021-01-31","T",2.1e+09,4123,"Повернення інших внутрішніх кредитів",-3483314,0,-127363.46,NA,"R_Vinnytsia"
"2021-01-31","S",2.1e+09,4122,"Повернення кредитів підприємствами, установами, організаціями",-6150000,0,0,0,"R_Vinnytsia"
"2021-01-31","T",2.1e+09,4113,"Надання інших внутрішніх кредитів",11858314,11858314,0,NA,"R_Vinnytsia"
"2021-01-31","C",2.1e+09,4113,"Надання інших внутрішніх кредитів",9500000,9500000,0,NA,"R_Vinnytsia"
"2021-01-31","T",2.1e+09,4112,"Надання кредитів підприємствам, установам, організаціям",4765029,4765029,0,NA,"R_Vinnytsia"
"2021-01-31","S",2.1e+09,4123,"Повернення інших внутрішніх кредитів",-3483314,0,-127363.46,0,"R_Vinnytsia"
"2021-01-31","C",2.1e+09,4112,"Надання кредитів підприємствам, установам, організаціям",4765029,4765029,0,NA,"R_Vinnytsia"
"2021-02-28","T",2.3576e+10,4123,"Повернення інших внутрішніх кредитів",-2251148,0,-213698.18,NA,"Cherkasy"
"2021-02-28","S",2.3576e+10,4123,"Повернення інших внутрішніх кредитів",-2251148,0,-213698.18,0,"Cherkasy"
"2021-02-28","C",2.3576e+10,4113,"Надання інших внутрішніх кредитів",16772437,16772437,0,NA,"Cherkasy"
"2021-02-28","T",2.3576e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-91229544.49,0,-25635144.49,NA,"Cherkasy"
"2021-02-28","S",2.3576e+10,4113,"Надання інших внутрішніх кредитів",1091510,1091510,0,0,"Cherkasy"
"2021-02-28","S",2.3576e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-91229544.49,0,-25635144.49,0,"Cherkasy"
"2021-02-28","T",2.3576e+10,4113,"Надання інших внутрішніх кредитів",17863947,17863947,0,NA,"Cherkasy"
"2021-02-28","S",2.3576e+10,4112,"Надання кредитів підприємствам, установам, організаціям",65594400,65594400,0,0,"Cherkasy"
"2021-02-28","T",2.3576e+10,4112,"Надання кредитів підприємствам, установам, організаціям",65594400,65594400,0,NA,"Cherkasy"
"2021-02-28","T",2.5559e+10,4123,"Повернення інших внутрішніх кредитів",-331600,0,-4781.38,NA,"Chernihiv"
"2021-02-28","C",2.5559e+10,4113,"Надання інших внутрішніх кредитів",3302000,3302000,0,NA,"Chernihiv"
"2021-02-28","T",2.5559e+10,4113,"Надання інших внутрішніх кредитів",4235396,4235396,0,NA,"Chernihiv"
"2021-02-28","S",2.5559e+10,4123,"Повернення інших внутрішніх кредитів",-331600,0,-4781.38,0,"Chernihiv"
"2021-02-28","S",2.5559e+10,4113,"Надання інших внутрішніх кредитів",933396,933396,0,0,"Chernihiv"
"2021-02-28","S",2.4552e+10,4123,"Повернення інших внутрішніх кредитів",-773600,0,-58624.43,0,"Chernivtsi"
"2021-02-28","T",2.4552e+10,4113,"Надання інших внутрішніх кредитів",1700300,1700300,0,NA,"Chernivtsi"
"2021-02-28","T",2.4552e+10,4112,"Надання кредитів підприємствам, установам, організаціям",14067500,14067500,0,NA,"Chernivtsi"
"2021-02-28","T",2.4552e+10,4123,"Повернення інших внутрішніх кредитів",-773600,0,-58624.43,NA,"Chernivtsi"
"2021-02-28","C",2.4552e+10,4113,"Надання інших внутрішніх кредитів",945000,945000,0,NA,"Chernivtsi"
"2021-02-28","S",2.4552e+10,4112,"Надання кредитів підприємствам, установам, організаціям",14067500,14067500,0,0,"Chernivtsi"
"2021-02-28","S",2.4552e+10,4113,"Надання інших внутрішніх кредитів",755300,755300,0,0,"Chernivtsi"
"2021-02-28","S",4.576e+09,4220,"Повернення зовнішніх кредитів",-142313000,0,0,0,"Dnipro"
"2021-02-28","T",4.576e+09,4123,"Повернення інших внутрішніх кредитів",0,0,-9272.17,NA,"Dnipro"
"2021-02-28","S",4.576e+09,4123,"Повернення інших внутрішніх кредитів",0,0,-9272.17,0,"Dnipro"
"2021-02-28","T",4.576e+09,4220,"Повернення зовнішніх кредитів",-142313000,0,0,NA,"Dnipro"
"2021-02-28","T",4.576e+09,4210,"Надання зовнішніх кредитів",142313000,142313000,0,NA,"Dnipro"
"2021-02-28","S",4.576e+09,4210,"Надання зовнішніх кредитів",142313000,142313000,0,0,"Dnipro"
"2021-02-28","S",9.533e+09,4123,"Повернення інших внутрішніх кредитів",-9485000,0,0,0,"Ivano-Frankivsk"
"2021-02-28","T",9.533e+09,4123,"Повернення інших внутрішніх кредитів",-9485000,0,0,NA,"Ivano-Frankivsk"
"2021-02-28","C",9.533e+09,4113,"Надання інших внутрішніх кредитів",110000,110000,0,NA,"Ivano-Frankivsk"
"2021-02-28","S",9.533e+09,4113,"Надання інших внутрішніх кредитів",11986000,11986000,0,0,"Ivano-Frankivsk"
"2021-02-28","T",9.533e+09,4113,"Надання інших внутрішніх кредитів",12096000,12096000,0,NA,"Ivano-Frankivsk"
"2021-02-28","S",2.0554e+10,4123,"Повернення інших внутрішніх кредитів",0,0,-1278513.99,0,"Kharkiv"
"2021-02-28","S",2.0554e+10,4112,"Надання кредитів підприємствам, установам, організаціям",89187100,0,0,0,"Kharkiv"
"2021-02-28","T",2.0554e+10,4123,"Повернення інших внутрішніх кредитів",0,0,-1278513.99,NA,"Kharkiv"
"2021-02-28","T",2.0554e+10,4113,"Надання інших внутрішніх кредитів",8.5e+07,8.5e+07,7933854,NA,"Kharkiv"
"2021-02-28","T",2.0554e+10,4112,"Надання кредитів підприємствам, установам, організаціям",89187100,0,0,NA,"Kharkiv"
"2021-02-28","S",2.0554e+10,4113,"Надання інших внутрішніх кредитів",8.5e+07,8.5e+07,7933854,0,"Kharkiv"
"2021-02-28","T",2.2564e+10,4123,"Повернення інших внутрішніх кредитів",-1e+05,0,-35069.17,NA,"Khmelnytskyi"
"2021-02-28","S",2.2564e+10,4113,"Надання інших внутрішніх кредитів",1e+05,1e+05,0,0,"Khmelnytskyi"
"2021-02-28","S",2.2564e+10,4123,"Повернення інших внутрішніх кредитів",-1e+05,0,-35069.17,0,"Khmelnytskyi"
"2021-02-28","T",2.2564e+10,4113,"Надання інших внутрішніх кредитів",3e+05,3e+05,0,NA,"Khmelnytskyi"
"2021-02-28","C",2.2564e+10,4113,"Надання інших внутрішніх кредитів",2e+05,2e+05,0,NA,"Khmelnytskyi"
"2021-02-28","T",1.6564e+10,4113,"Надання інших внутрішніх кредитів",4622640,4622640,0,NA,"Kremenchuk"
"2021-02-28","T",1.6564e+10,4123,"Повернення інших внутрішніх кредитів",-890000,0,-491052.28,NA,"Kremenchuk"
"2021-02-28","S",1.6564e+10,4113,"Надання інших внутрішніх кредитів",4622640,4622640,0,0,"Kremenchuk"
"2021-02-28","S",1.6564e+10,4123,"Повернення інших внутрішніх кредитів",-890000,0,-491052.28,0,"Kremenchuk"
"2021-02-28","S",4.578e+09,4220,"Повернення зовнішніх кредитів",-49212414,0,0,0,"Kryvyi Rih"
"2021-02-28","T",4.578e+09,4210,"Надання зовнішніх кредитів",49212414,49212414,0,NA,"Kryvyi Rih"
"2021-02-28","S",4.578e+09,4210,"Надання зовнішніх кредитів",49212414,49212414,0,0,"Kryvyi Rih"
"2021-02-28","T",4.578e+09,4113,"Надання інших внутрішніх кредитів",470000,470000,0,NA,"Kryvyi Rih"
"2021-02-28","T",4.578e+09,4220,"Повернення зовнішніх кредитів",-49212414,0,0,NA,"Kryvyi Rih"
"2021-02-28","S",4.578e+09,4113,"Надання інших внутрішніх кредитів",110000,110000,0,0,"Kryvyi Rih"
"2021-02-28","C",4.578e+09,4113,"Надання інших внутрішніх кредитів",360000,360000,0,NA,"Kryvyi Rih"
"2021-02-28","T",4.578e+09,4123,"Повернення інших внутрішніх кредитів",-110000,0,-20201.28,NA,"Kryvyi Rih"
"2021-02-28","S",4.578e+09,4123,"Повернення інших внутрішніх кредитів",-110000,0,-20201.28,0,"Kryvyi Rih"
"2021-02-28","T",2.6e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-81336671,0,-26373499.32,NA,"Kyiv"
"2021-02-28","S",2.6e+10,4123,"Повернення інших внутрішніх кредитів",-3e+05,0,0,0,"Kyiv"
"2021-02-28","C",2.6e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-81336671,0,-26373499.32,NA,"Kyiv"
"2021-02-28","T",2.6e+10,4123,"Повернення інших внутрішніх кредитів",-3e+05,0,0,NA,"Kyiv"
"2021-02-28","C",2.6e+10,4112,"Надання кредитів підприємствам, установам, організаціям",194753116,194753116,0,NA,"Kyiv"
"2021-02-28","T",2.6e+10,4112,"Надання кредитів підприємствам, установам, організаціям",194753116,194753116,0,NA,"Kyiv"
"2021-02-28","T",3.551e+09,4123,"Повернення інших внутрішніх кредитів",-46913693,0,-40839.78,NA,"Lutsk"
"2021-02-28","S",3.551e+09,4112,"Надання кредитів підприємствам, установам, організаціям",46913693,46913693,0,0,"Lutsk"
"2021-02-28","S",3.551e+09,4123,"Повернення інших внутрішніх кредитів",-46913693,0,-40839.78,0,"Lutsk"
"2021-02-28","T",3.551e+09,4112,"Надання кредитів підприємствам, установам, організаціям",46913693,46913693,0,NA,"Lutsk"
"2021-02-28","S",1.3563e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-5708949,0,0,0,"Lviv"
"2021-02-28","T",1.3563e+10,4123,"Повернення інших внутрішніх кредитів",-2251000,0,-183322.12,NA,"Lviv"
"2021-02-28","T",1.3563e+10,4122,"Повернення кредитів підприємствами, установами, організаціями",-5708949,0,0,NA,"Lviv"
"2021-02-28","C",1.3563e+10,4113,"Надання інших внутрішніх кредитів",16500000,16500000,0,NA,"Lviv"
"2021-02-28","S",1.3563e+10,4123,"Повернення інших внутрішніх кредитів",-2251000,0,-183322.12,0,"Lviv"
"2021-02-28","T",1.3563e+10,4112,"Надання кредитів підприємствам, установам, організаціям",5708949,5708949,0,NA,"Lviv"
"2021-02-28","S",1.3563e+10,4112,"Надання кредитів підприємствам, установам, організаціям",5708949,5708949,0,0,"Lviv"
"2021-02-28","S",1.3563e+10,4113,"Надання інших внутрішніх кредитів",2251000,2251000,0,0,"Lviv"
"2021-02-28","T",1.3563e+10,4113,"Надання інших внутрішніх кредитів",18751000,18751000,0,NA,"Lviv"
